	106091	S	12	5	10	2	23	57	12.49	0.02	0.71				638	759	81	62	980	717	94	79	86	88	48	50	90	84	46	48																		119.39	0.00	15.79	0.00	
	106151	S	12	5	10	2	28	58	12.50	0.01	0.71				638	758	82	59	984	717	89	71	85	87	47	50	89	84	46	50																		119.35	0.00	15.74	0.00	
	106211	S	12	5	10	2	34	0	12.50	0.03	0.72				638	758	79	57	980	716	94	76	84	87	47	50	89	83	46	47																		119.29	0.00	15.70	0.00	
	106271	S	12	5	10	2	39	2	12.49	0.03	0.72				638	758	77	54	981	717	90	70	85	88	49	50	89	85	46	48																		119.25	0.00	15.66	0.00	
	106331	S	12	5	10	2	44	3	12.48	0.01	0.72				638	759	80	58	983	716	92	76	85	88	48	50	90	84	45	49																		119.18	0.00	15.60	0.00	
	106391	S	12	5	10	2	49	5	12.49	0.03	0.72				638	759	85	59	981	717	97	84	85	88	47	50	90	84	46	48																		119.10	0.00	15.52	0.00	
	106451	S	12	5	10	2	54	6	12.46	0.02	0.72				639	757	90	67	982	716	95	85	85	87	47	50	89	84	47	49																		119.00	0.00	15.46	0.00	
	106511	S	12	5	10	2	59	8	12.51	0.02	0.73				638	759	913	576	979	715	94	87	85	87	47	50	89	83	46	48																		118.93	0.00	15.42	0.00	
	106571	S	12	5	10	3	4	11	12.52	0.02	0.73				638	757	77	56	983	716	96	78	88	88	49	51	90	84	46	49																		118.87	0.00	15.36	0.00	
	106631	S	12	5	10	3	9	13	12.51	0.01	0.73				638	759	82	56	980	715	90	73	88	88	48	50	89	84	46	48																		-4.80	0.00	15.30	0.00	
	106691	S	12	5	10	3	14	14	12.48	0.01	0.73				637	758	91	63	980	716	95	86	88	87	48	49	89	83	45	47																		-4.85	0.00	15.26	0.00	
	106751	S	12	5	10	3	19	15	12.48	0.02	0.73				636	759	95	65	980	715	92	81	86	87	48	49	89	83	46	48																		-4.91	0.00	15.20	0.00	
	106811	S	12	5	10	3	24	16	12.50	0.03	0.74				637	759	89	60	981	715	93	82	87	88	48	50	89	84	46	48																		-4.95	0.00	15.16	0.00	
	106871	S	12	5	10	3	29	17	12.48	0.01	0.74				637	759	87	61	981	716	97	78	88	88	89	79	89	83	77	72																		122.97	0.00	15.12	0.00	
	106931	S	12	5	10	3	34	18	12.48	0.01	0.74				637	758	83	60	979	716	97	84	86	87	48	50	89	84	46	48																		122.91	0.00	15.05	0.00	
	106991	S	12	5	10	3	39	21	12.49	0.01	0.74				638	758	81	59	982	714	97	87	86	87	48	49	89	84	45	48																		122.85	0.00	15.00	0.00	
	107051	S	12	5	10	3	44	22	12.50	0.02	0.74				637	759	87	70	979	713	92	73	88	89	49	51	90	84	47	48																		122.80	0.00	14.95	0.00	
	107111	S	12	5	10	3	49	26	12.47	0.01	0.75				635	758	911	575	980	715	92	82	87	87	48	49	90	84	46	47																		122.75	0.00	14.91	0.00	
